Center Coordinates:
(676.3308334350586, 178.27898025512695, 489.74999618530273)
(698.3202056884766, 171.76676177978516, 489.7999954223633)
(720.3095779418945, 165.25454330444336, 489.8499946594238)
(742.2989501953125, 158.74232482910156, 489.8999938964844)
(760.1722717285156, 160.41212463378906, 490.0)
(771.6675567626953, 165.75547790527344, 490.1000061035156)
(779.5288543701172, 172.2120361328125, 490.1000061035156)
(787.4643096923828, 182.11952209472656, 490.1999969482422)
(790.7274932861328, 199.7080841064453, 490.1999969482422)
(785.9810485839844, 214.7362823486328, 489.8000030517578)
(781.4570922851562, 220.97019958496094, 489.6000061035156)
(778.935546875, 224.42112731933594, 489.5)
(772.1867065429688, 229.31919860839844, 489.3000030517578)
(761.0622253417969, 234.66256713867188, 488.8999938964844)
(745.5621337890625, 236.66632080078125, 488.6999969482422)
(725.3155975341797, 229.20787811279297, 488.75)
(705.0690612792969, 221.7494354248047, 488.8000030517578)
(677.7770156860352, 212.78817749023438, 488.9000015258789)
(650.4849700927734, 203.82691955566406, 489.0)
(626.1594696044922, 195.0326385498047, 489.1000061035156)
(603.576789855957, 188.57608032226562, 489.25)
(580.9941101074219, 182.11952209472656, 489.3999938964844)
(564.4186477661133, 176.55352020263672, 489.5999984741211)
(547.8431854248047, 170.98751831054688, 489.8000030517578)
(525.59423828125, 156.6272430419922, 490.0)
(507.4242706298828, 140.81979370117188, 490.1999969482422)
(494.7794494628906, 125.6802749633789, 490.4000015258789)
(482.13462829589844, 110.54075622558594, 490.6000061035156)
(472.19676208496094, 97.73895263671875, 490.8000030517578)
(455.5100555419922, 81.59756469726562, 491.0)
(437.340087890625, 69.24104309082031, 491.1999969482422)
(415.01698303222656, 58.66563415527344, 491.5)
(392.1747283935547, 53.43359375, 491.6999969482422)
(371.0382308959961, 52.71001434326172, 491.8499984741211)
(349.9017333984375, 51.98643493652344, 492.0)
(325.8728790283203, 53.43359375, 492.1000061035156)
(300.80572509765625, 55.99395751953125, 492.0)
(277.83369064331055, 56.94017791748047, 491.9749984741211)
(254.86165618896484, 57.88639831542969, 491.9499969482422)
(231.88962173461914, 58.832618713378906, 491.9249954223633)
(208.91758728027344, 59.778839111328125, 491.8999938964844)
(185.70452880859375, 57.88639831542969, 491.8999938964844)
(163.60391235351562, 52.65435791015625, 491.8999938964844)
(136.8310089111328, 44.30535888671875, 491.8999938964844)
(122.48043823242188, 38.23841857910156, 491.8999938964844)
(108.12986755371094, 32.171478271484375, 491.8999938964844)
(92.1847915649414, 26.382835388183594, 491.8999938964844)
(76.23971557617188, 20.594192504882812, 491.8999938964844)
(66.22769165039062, 18.813079833984375, 491.8999938964844)
(45.4249267578125, 19.25836181640625, 491.8999938964844)
(24.622161865234375, 19.703643798828125, 491.8999938964844)
(17.354171752929688, 18.590438842773438, 491.8999938964844)
(11.791946411132812, 16.475357055664062, 491.8999938964844)
(4.3014678955078125, 12.133880615234375, 491.8999938964844)
(0.0, 0.0, 491.6999969482422)

Right Coordinates:
(-2.9480363575506705, -0.1076180029520009, 491.6999969482422)
(-2.4871801230848414, -9.102478649022459, 491.8999938964844)
(1.1166889291750275, -18.610310801907076, 492.1000061035156)
(7.525834144840757, -25.13495453570747, 492.3000030517578)
(16.277530943648188, -29.209960048181134, 492.6000061035156)
(30.769292850690142, -30.413551460539313, 492.8999938964844)
(54.66564256853372, -26.83643583669117, 493.6000061035156)
(117.51550702626862, -15.42343314507267, 492.8000030517578)
(131.72673134853977, -11.35465763142362, 492.8000030517578)
(143.2845223137192, -3.567282565979217, 492.6999969482422)
(150.73901259343918, 3.100012089708396, 492.6999969482422)
(159.5237881926672, 18.8059097088029, 492.6000061035156)
(168.15569914368763, 26.44512602873963, 492.6000061035156)
(178.967712170968, 31.050821450402534, 492.6000061035156)
(212.17784212916476, 37.13985527413257, 492.5)
(229.61464082306696, 38.90712172635443, 492.3999938964844)
(238.51597026018314, 38.77654560367082, 492.3999938964844)
(248.73258569704336, 36.22541885128747, 492.3999938964844)
(251.75589309616586, 34.67592414839321, 492.3000030517578)
(277.8339758247787, 21.249168725407415, 492.3000030517578)
(290.07963769920065, 19.204434115448493, 492.1999969482422)
(296.972208551839, 19.475558761234087, 492.1999969482422)
(461.3297383336293, 50.20214336184836, 492.8999938964844)
(619.4768060569043, 80.45107622240762, 491.3999938964844)
(636.0472033042779, 82.5335454113651, 491.1000061035156)
(658.9163341546215, 88.85924248556456, 490.5)
(671.0635345193725, 98.49037111675784, 490.1999969482422)
(672.6609243618186, 113.52396451636055, 490.1000061035156)
(667.9057601320218, 127.93006821619075, 490.1000061035156)
(659.0045919457912, 137.2792706899877, 490.0)
(649.9445848775556, 144.0491669609606, 489.8999938964844)
(641.6747496676344, 151.87786293184047, 489.8999938964844)
(639.4742844223579, 156.06053168649268, 489.8999938964844)
(637.0038401762276, 160.6801078077003, 489.8000030517578)
(635.3856024885503, 167.9798900277704, 489.8000030517578)
(637.6574543334953, 175.65020623445386, 489.8000030517578)
(643.2911605968649, 180.41743992161608, 489.6999969482422)
(653.5037731034616, 181.96263395594497, 489.6999969482422)
(742.5733565825082, 155.80511507583807, 489.8999938964844)
(761.4157487893167, 157.7370050478151, 490.0)
(773.5398767989309, 163.4758029982065, 490.1000061035156)
(781.8313430670481, 170.36784368067927, 490.1000061035156)
(790.3648131748535, 181.58139613533058, 490.1999969482422)
(793.5405248351054, 200.5965397916005, 490.1999969482422)
(788.3686055878644, 216.46893105890953, 489.8000030517578)
(783.8389878611215, 222.71062294299688, 489.6000061035156)
(780.6682989453624, 226.80860931144707, 489.5)
(773.4639651226936, 231.97835458737356, 489.3000030517578)
(761.4404365078146, 237.58822199082027, 488.8999938964844)
(744.5424006624969, 239.4344689815304, 488.6999969482422)
(704.1487767383085, 224.5522155381239, 488.8000030517578)
(649.4820033134971, 206.60118660114978, 489.0)
(625.3485353053836, 197.86898929724924, 489.1000061035156)
(580.0550383495535, 184.91606357190403, 489.3999938964844)
(546.243429615051, 173.4660826831544, 489.8000030517578)
(523.6579904578476, 158.85287651729075, 490.0)
(505.16011913216545, 142.71085636416964, 490.1999969482422)
(479.80435595397535, 112.34971471390682, 490.6000061035156)
(470.1457300393948, 99.8592751471074, 490.8000030517578)
(453.8511547371146, 84.03693923176756, 491.0)
(436.0771067305245, 71.90700981777533, 491.1999969482422)
(414.35833940120955, 61.54116690023057, 491.5)
(392.0737981747757, 56.38186664967147, 491.6999969482422)
(350.07907849811795, 54.931099385254285, 492.0)
(326.17263270290323, 56.368325038308015, 492.1000061035156)
(300.9271328893276, 58.94145818079012, 492.0)
(208.677884435072, 62.719084432045825, 491.8999938964844)
(185.02493794588733, 60.75705264141984, 491.8999938964844)
(162.72568122559522, 55.470598327086535, 491.8999938964844)
(135.68228638198642, 47.022514854091895, 491.8999938964844)
(107.1231955308049, 34.94440297985607, 491.8999938964844)
(75.72302855179545, 23.49859167146461, 491.8999938964844)
(66.29082149385204, 21.762404268980386, 491.8999938964844)
(24.175534163015943, 22.619638259661528, 491.8999938964844)
(16.30565982374701, 21.347814902428997, 491.8999938964844)
(10.312642310959678, 19.02764218456541, 491.8999938964844)
(1.5210095233268985, 13.119553603891903, 491.8999938964844)
(-2.905182871386014, -0.5122621241174443, 491.6999969482422)

Left Coordinates:
(2.9480363575506705, 0.1076180029520009, 491.6999969482422)
(3.0804723594129664, -7.1502374154306665, 491.8999938964844)
(5.4096782583249725, -14.563059559421047, 492.1000061035156)
(10.124983726252992, -19.83831206585503, 492.3000030517578)
(16.799220765336187, -23.333069736975116, 492.6000061035156)
(29.896173457903608, -24.578513969148187, 492.8999938964844)
(53.61255567365378, -21.03117890940258, 493.6000061035156)
(115.9500996631845, -9.73489205023983, 492.8000030517578)
(128.43760580966335, -6.456530112717004, 492.8000030517578)
(139.42540810620267, 0.8955906714479669, 492.6999969482422)
(145.61694443781082, 6.028222773572854, 492.6999969482422)
(155.6696016999109, 23.273039265806474, 492.6000061035156)
(165.87512361021862, 31.88653901032287, 492.6000061035156)
(177.9053652216101, 36.85439095194122, 492.6000061035156)
(211.59037686497587, 43.01053535086743, 492.5)
(229.7519058077924, 44.80552475802057, 492.3999938964844)
(239.9846706089575, 44.490818898282306, 492.3999938964844)
(251.42369482053476, 41.47593612918128, 492.3999938964844)
(254.4817472846935, 39.90848747270054, 492.3000030517578)
(278.8346032767838, 27.063697485530085, 492.3000030517578)
(289.87617284767435, 25.100924771270257, 492.1999969482422)
(295.8879904227704, 25.275082107906538, 492.1999969482422)
(460.22156171519885, 55.99713642330789, 492.8999938964844)
(618.7511297341114, 86.3062785139205, 491.3999938964844)
(634.5158460121283, 88.2313471667599, 491.1000061035156)
(655.551317212566, 93.70554633279481, 490.5)
(665.20807192594, 99.21394406878903, 490.1999969482422)
(667.0221811069314, 111.78771150903007, 490.1000061035156)
(663.6194168699313, 123.875778951778, 490.1000061035156)
(655.4630594213963, 132.56042047212168, 490.0)
(645.8339490579913, 139.81683035349252, 489.8999938964844)
(636.4529663968187, 149.13141441190953, 489.8999938964844)
(634.2036330581109, 153.40907280569482, 489.8999938964844)
(631.186009677288, 159.69885947745595, 489.8000030517578)
(629.8377251481685, 169.9876392691046, 489.8000030517578)
(634.0922099731454, 180.35116705656176, 489.8000030517578)
(642.5495071277445, 186.2706399123683, 489.6999969482422)
(655.1791492598196, 187.61976350499253, 489.6999969482422)
(742.0245438081168, 161.67953458236505, 489.8999938964844)
(758.9287946677146, 163.08724421976302, 490.0)
(769.7952367264597, 168.03515281234039, 490.1000061035156)
(777.2263656731863, 174.05622858494573, 490.1000061035156)
(784.5638062099122, 182.65764805412255, 490.1999969482422)
(787.9144617371602, 198.81962842129013, 490.1999969482422)
(783.5934915801043, 213.0036336383561, 489.8000030517578)
(779.075196709191, 219.229776226925, 489.6000061035156)
(777.2027948046376, 222.0336453272248, 489.5)
(770.9094479632439, 226.66004262942332, 489.3000030517578)
(760.6840141757791, 231.73691228652348, 488.8999938964844)
(746.5818669156281, 233.8981726200321, 488.6999969482422)
(705.9893458202853, 218.94665531148547, 488.8000030517578)
(651.4879368720498, 201.05265251017835, 489.0)
(626.9704039036008, 192.19628780236013, 489.1000061035156)
(581.9331818652903, 179.3229806175491, 489.3999938964844)
(549.4429412345584, 168.50895393793934, 489.8000030517578)
(527.5304861046524, 154.40160956669362, 490.0)
(509.6884221276002, 138.9287310381741, 490.1999969482422)
(484.46490063782153, 108.73179773726505, 490.6000061035156)
(474.2477941305271, 95.6186301263301, 490.8000030517578)
(457.1689563468698, 79.15819016276369, 491.0)
(438.6030690507255, 66.57507636386529, 491.1999969482422)
(415.6756266632436, 55.7901014103163, 491.5)
(392.2756586123337, 50.48532085032853, 491.6999969482422)
(349.72438829875705, 49.04177048779259, 492.0)
(325.5731253537374, 50.498862461691985, 492.1000061035156)
(300.6843173059849, 53.04645685827238, 492.0)
(209.15729012547487, 56.838593790610425, 491.8999938964844)
(186.38411967130017, 55.015743989439535, 491.8999938964844)
(164.48214348143603, 49.838117493225965, 491.8999938964844)
(137.9797314402792, 41.588202919345605, 491.8999938964844)
(109.13653957661697, 29.398553563112674, 491.8999938964844)
(76.7564026005483, 17.689793338301016, 491.8999938964844)
(66.16456180692921, 15.863755398988364, 491.8999938964844)
(25.068789567452807, 16.787649337994722, 491.8999938964844)
(18.402683682112364, 15.833062783117878, 491.8999938964844)
(13.271250511305947, 13.923071926762717, 491.8999938964844)
(7.0819262676887265, 11.148207626576847, 491.8999938964844)
(2.905182871386014, 0.5122621241174443, 491.6999969482422)
